t,a,b
1579598599252,"[[8654.42,0.09851],[8654.49,0.04],[8654.81,0.011547],[8656.45,0.250454],[8656.46,0.00645],[8656.47,0.262232],[8656.49,1],[8656.5,0.128515],[8656.58,0.5],[8656.65,0.305],[8656.99,0.348305],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.54,0.126835],[8657.57,0.5],[8657.93,0.6],[8657.94,1.25],[8658.4,0.191414],[8658.41,0.06]]","[[8654.33,0.288871],[8654.32,0.288871],[8654.31,0.288871],[8654.3,0.288871],[8654.29,0.288871],[8654.22,0.154228],[8653.22,4],[8653.21,0.011554],[8653.12,3.937098],[8653.04,0.125568],[8652.4,0.5],[8652.38,0.5],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4]]"
1579598599348,"[[8654.42,0.09851],[8654.49,0.04],[8654.81,0.011547],[8656.45,0.250454],[8656.46,0.00645],[8656.47,0.262232],[8656.49,1],[8656.5,0.128515],[8656.58,0.5],[8656.65,0.305],[8656.99,0.348305],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.54,0.126835],[8657.57,0.5],[8657.93,0.6],[8657.94,1.25],[8658.4,0.191414],[8658.41,0.06]]","[[8654.33,0.288871],[8654.32,0.288871],[8654.31,0.288871],[8654.3,0.288871],[8654.29,0.288871],[8654.22,0.154228],[8653.22,4],[8653.21,0.011554],[8653.12,3.937098],[8653.04,0.125568],[8652.4,0.5],[8652.38,0.5],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4]]"
1579598599450,"[[8654.49,0.04],[8654.81,0.011547],[8656.45,0.250454],[8656.46,0.00645],[8656.47,0.262232],[8656.49,1],[8656.5,0.128515],[8656.58,0.5],[8656.65,0.305],[8656.99,0.348305],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.54,0.126835],[8657.57,0.5],[8657.93,0.6],[8657.94,1.25],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908]]","[[8654.41,0.160704],[8654.39,0.28887],[8654.34,4],[8654.33,0.288871],[8653.22,4],[8653.21,0.011554],[8653.12,3.937098],[8653.04,0.125568],[8652.4,0.5],[8652.38,0.5],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4],[8651.52,0.033625],[8651.19,0.231101]]"
1579598599550,"[[8654.49,0.04],[8654.81,0.011547],[8656.45,0.250454],[8656.46,0.00645],[8656.47,0.262232],[8656.49,1],[8656.5,0.128515],[8656.58,0.5],[8656.65,0.305],[8656.99,0.348305],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.54,0.126835],[8657.57,0.5],[8657.93,0.6],[8657.94,1.25],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908]]","[[8654.46,0.15881],[8654.45,0.288869],[8654.39,0.28887],[8654.34,4],[8653.22,4],[8653.21,0.011554],[8653.12,3.937098],[8653.04,0.125568],[8652.4,0.5],[8652.38,0.5],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4],[8651.52,0.033625],[8651.19,0.231101]]"
1579598599649,"[[8654.49,0.04],[8654.81,0.011547],[8656.45,0.250454],[8656.46,0.00645],[8656.47,0.262232],[8656.49,1],[8656.5,0.128515],[8656.58,0.5],[8656.65,0.305],[8656.99,0.348305],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.54,0.126835],[8657.57,0.5],[8657.93,0.6],[8657.94,1.25],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908]]","[[8654.48,4.445515],[8654.45,0.288869],[8654.42,0.3],[8654.34,4],[8653.22,4],[8653.21,0.011554],[8653.12,3.937098],[8653.04,0.125568],[8652.4,0.5],[8652.38,0.5],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4],[8651.52,0.033625],[8651.19,0.231101]]"
1579598599752,"[[8654.49,0.04],[8654.81,0.011547],[8656.45,0.250454],[8656.46,0.00645],[8656.47,0.262232],[8656.49,1],[8656.5,0.128515],[8656.58,0.5],[8656.65,0.305],[8656.99,0.348305],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.54,0.126835],[8657.57,0.5],[8657.93,0.6],[8657.95,1.25],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908]]","[[8654.48,4.445515],[8654.47,0.288868],[8654.45,0.288869],[8654.42,0.3],[8654.34,4],[8653.22,4],[8653.21,0.011554],[8653.12,3.937098],[8653.04,0.125568],[8652.4,0.5],[8652.38,0.5],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4],[8651.52,0.033625]]"
1579598599848,"[[8654.49,0.04],[8654.81,0.011547],[8656.45,0.250454],[8656.47,0.262232],[8656.49,1],[8656.5,0.128515],[8656.58,0.5],[8656.65,0.305],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.54,0.126835],[8657.57,0.5],[8657.92,0.348305],[8657.93,0.6],[8657.95,1.25],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908],[8658.75,0.018714]]","[[8654.48,4.445515],[8654.47,0.288868],[8654.46,0.288868],[8654.45,0.288869],[8654.44,0.288868],[8654.42,0.3],[8654.34,4],[8653.22,4],[8653.21,0.011554],[8653.12,3.937098],[8653.04,0.125568],[8652.4,0.5],[8652.38,0.5],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.7,0.04593],[8651.67,0.119402]]"
1579598599951,"[[8654.81,0.011547],[8656.45,0.250454],[8656.47,0.262232],[8656.49,1],[8656.5,0.128515],[8656.58,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.54,0.126835],[8657.57,0.5],[8657.92,0.348305],[8657.93,0.6],[8657.95,1.25],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908],[8658.75,0.018714],[8659.07,0.231118],[8659.08,0.057899]]","[[8654.48,6.288868],[8654.47,0.288868],[8654.46,0.288868],[8654.45,0.288869],[8654.44,0.288868],[8654.43,0.288868],[8654.42,0.3],[8654.34,4],[8653.22,4],[8653.21,0.011554],[8653.12,3.937098],[8653.04,0.125568],[8652.4,0.5],[8652.38,0.5],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.7,0.04593]]"
1579598600051,"[[8654.81,0.011547],[8655.39,0.04],[8656.45,0.250454],[8656.49,1],[8656.5,0.128515],[8656.58,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.54,0.126835],[8657.57,0.5],[8657.92,0.348305],[8657.93,0.6],[8657.95,1.25],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908],[8658.75,0.018714],[8659.07,0.231118],[8659.08,0.057899]]","[[8654.57,0.160136],[8654.55,0.288862],[8654.48,6],[8654.42,0.3],[8654.34,4],[8653.22,4],[8653.21,0.011554],[8653.12,3.937098],[8653.04,0.125568],[8652.4,0.5],[8652.38,0.5],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4],[8651.52,0.033625]]"
1579598600149,"[[8654.81,0.000064],[8655.39,0.04],[8656.43,0.113596],[8656.45,0.126296],[8656.49,1],[8656.5,0.128515],[8656.58,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.54,0.126835],[8657.57,0.5],[8657.92,0.348305],[8657.93,0.6],[8657.95,1.25],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908],[8658.75,0.018714],[8659.07,0.231118]]","[[8654.63,0.148393],[8654.61,0.288861],[8654.55,0.288862],[8654.48,6],[8654.42,0.3],[8654.34,4],[8653.22,4],[8653.21,0.011554],[8653.12,3.937098],[8653.04,0.125568],[8652.4,0.5],[8652.38,0.5],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4]]"
1579598600252,"[[8654.81,0.000064],[8655.39,0.04],[8656.43,0.113596],[8656.45,0.126296],[8656.49,1],[8656.5,0.128515],[8656.58,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.54,0.126835],[8657.57,0.5],[8657.92,0.348305],[8657.93,0.6],[8657.95,1.25],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908],[8658.75,0.018714],[8659.07,0.231118]]","[[8654.63,0.148393],[8654.61,0.288861],[8654.55,0.288862],[8654.48,6],[8654.42,0.3],[8654.34,4],[8653.22,4],[8653.21,0.011554],[8653.12,3.937098],[8653.04,0.125568],[8652.4,0.5],[8652.38,0.5],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4]]"
1579598600350,"[[8654.81,0.000064],[8655.39,0.04],[8656.43,0.113596],[8656.45,0.126296],[8656.49,1],[8656.5,0.128515],[8656.58,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.54,0.126835],[8657.57,0.5],[8657.92,0.348305],[8657.93,0.6],[8657.95,1.25],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908],[8658.75,0.018714],[8659.07,0.231118]]","[[8654.68,0.155752],[8654.67,0.28886],[8654.61,0.288861],[8654.48,6],[8654.42,0.3],[8654.35,0.156373],[8654.34,4],[8653.22,4],[8653.21,0.011554],[8653.12,3.937098],[8653.04,0.125568],[8652.4,0.5],[8652.38,0.5],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.71,0.3],[8651.7,0.04593]]"
1579598600450,"[[8656.41,0.088126],[8656.42,0.156373],[8656.45,0.126296],[8656.5,0.128515],[8656.57,1],[8656.58,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.54,0.126835],[8657.57,0.5],[8657.92,0.348305],[8657.93,0.6],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908],[8658.75,0.018714],[8659.07,0.231118],[8659.08,0.057899],[8659.29,0.132655]]","[[8654.74,0.16031],[8654.72,0.288832],[8654.69,4.011552],[8654.67,0.28886],[8654.48,6],[8654.42,0.3],[8654.34,4],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.46,0.5],[8652.38,0.5],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.71,0.3],[8651.7,0.04593],[8651.67,0.119402]]"
1579598600550,"[[8656.41,0.088126],[8656.42,0.156373],[8656.45,0.126296],[8656.5,0.128515],[8656.57,1],[8656.58,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.54,0.126835],[8657.57,0.5],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908],[8658.75,0.018714],[8658.89,1.25],[8659.08,0.057899],[8659.29,0.132655],[8659.37,0.3],[8659.8,0.6]]","[[8654.8,0.146355],[8654.79,0.011552],[8654.78,0.288831],[8654.75,2],[8654.72,0.288832],[8654.69,4],[8654.48,6],[8654.42,0.3],[8654.34,4],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.47,1],[8652.46,0.5],[8652.38,0.5],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104]]"
1579598600647,"[[8656.39,0.146087],[8656.4,1.7],[8656.42,0.156373],[8656.45,0.126296],[8656.5,0.128515],[8656.57,1],[8656.58,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.53,0.180766],[8657.54,0.126835],[8657.57,0.5],[8658.41,0.06],[8658.47,0.348305],[8658.48,0.2],[8658.54,0.122908],[8658.75,0.018714],[8659.08,0.057899],[8659.29,0.132655]]","[[8654.85,0.144929],[8654.75,2],[8654.69,4],[8654.48,6],[8654.42,0.3],[8654.34,4],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.47,1],[8652.46,0.5],[8652.38,0.5],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.76,1.028196],[8651.71,0.3],[8651.7,0.04593]]"
1579598600750,"[[8656.39,0.146087],[8656.42,0.156373],[8656.45,0.126296],[8656.5,0.128515],[8656.57,1],[8656.58,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.53,0.180766],[8657.54,0.126835],[8657.57,0.5],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908],[8658.75,0.018714],[8658.94,1.25],[8659.08,0.057899],[8659.29,0.132655],[8659.37,0.3]]","[[8654.85,0.144929],[8654.75,2],[8654.69,4],[8654.48,6],[8654.42,0.3],[8654.34,4],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.47,1],[8652.46,0.5],[8652.38,0.5],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.76,1.028196],[8651.71,0.3],[8651.7,0.04593]]"
1579598600850,"[[8656.39,0.146087],[8656.42,0.156373],[8656.45,0.126296],[8656.5,0.128515],[8656.57,1],[8656.58,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.53,0.180766],[8657.54,0.126835],[8658.41,0.06],[8658.47,0.348305],[8658.48,0.2],[8658.54,0.122908],[8658.75,0.018714],[8659,1.25],[8659.08,0.057899],[8659.29,0.132655],[8659.37,0.3]]","[[8654.86,0.156373],[8654.85,0.144929],[8654.75,2],[8654.69,4],[8654.48,6],[8654.42,0.3],[8654.34,4],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.47,1],[8652.46,0.5],[8652.38,0.5],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.76,1.028196],[8651.71,0.3]]"
1579598600951,"[[8656.39,0.146087],[8656.42,0.156373],[8656.45,0.126296],[8656.5,0.128515],[8656.57,1],[8656.58,0.5],[8656.93,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.53,0.180766],[8657.54,0.126835],[8658.41,0.06],[8658.47,0.348305],[8658.48,0.2],[8658.54,0.122908],[8658.75,0.018714],[8659.08,0.057899],[8659.29,0.132655],[8659.37,0.3]]","[[8654.87,0.133377],[8654.86,0.156373],[8654.85,0.011552],[8654.75,2],[8654.69,4],[8654.48,6],[8654.42,0.3],[8654.34,4],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.47,1],[8652.46,0.5],[8652.38,0.5],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.76,1.028196]]"
1579598601051,"[[8656.39,0.146087],[8656.42,0.156373],[8656.44,1],[8656.45,0.126296],[8656.5,0.128515],[8656.57,1],[8656.58,0.5],[8656.93,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.53,0.180766],[8657.54,0.126835],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908],[8658.75,0.018714],[8659,1.25],[8659.08,0.057899],[8659.29,0.132655]]","[[8654.87,0.120329],[8654.85,0.011552],[8654.75,2],[8654.7,0.15213],[8654.69,4],[8654.48,6],[8654.42,0.3],[8654.34,4],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.47,1],[8652.46,0.5],[8652.38,0.5],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.76,1.028196]]"
1579598601149,"[[8656.34,0.28883],[8656.37,0.146194],[8656.38,2],[8656.42,0.156373],[8656.44,1],[8656.45,0.126296],[8656.5,0.128515],[8656.57,1],[8656.58,0.5],[8656.93,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.53,0.180766],[8657.54,0.126835],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908],[8658.75,0.018714],[8659.08,0.057899]]","[[8654.87,0.120329],[8654.85,0.011552],[8654.7,0.15213],[8654.69,4],[8654.48,6],[8654.42,0.3],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.47,1],[8652.46,0.5],[8652.38,0.5],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.76,1.028196],[8651.71,0.3],[8651.7,0.04593]]"
1579598601250,"[[8656.32,1],[8656.33,0.153119],[8656.34,0.28883],[8656.38,2],[8656.42,0.156373],[8656.44,1],[8656.45,0.126296],[8656.5,0.128515],[8656.58,0.5],[8656.93,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.53,0.180766],[8657.54,0.126835],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908],[8658.75,0.018714],[8658.88,1.25]]","[[8654.87,0.120329],[8654.85,0.011552],[8654.69,4],[8654.48,4],[8654.42,0.3],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.47,1],[8652.46,1],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.76,1.028196],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4],[8651.52,0.033625]]"
1579598601350,"[[8656.32,1],[8656.33,0.153119],[8656.34,0.28883],[8656.38,2],[8656.42,0.156373],[8656.44,1],[8656.45,0.126296],[8656.5,0.128515],[8656.58,0.5],[8656.93,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.53,0.180766],[8657.54,0.126835],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908],[8658.75,0.018714],[8658.88,1.25]]","[[8654.87,0.120329],[8654.85,0.011552],[8654.69,4],[8654.48,4],[8654.42,0.3],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.47,1],[8652.46,1],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.76,1.028196],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4],[8651.52,0.033625]]"
1579598601450,"[[8656.27,2.298723],[8656.28,0.288831],[8656.32,1],[8656.38,2],[8656.44,1],[8656.45,0.126296],[8656.5,0.128515],[8656.58,0.5],[8656.93,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.53,0.180766],[8657.54,0.126835],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908],[8658.75,0.018714],[8659.08,0.057899],[8659.28,0.348305]]","[[8654.87,0.120329],[8654.85,0.011552],[8654.69,4],[8654.48,4],[8654.42,0.3],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.47,1],[8652.46,1],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.76,1.028196],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4],[8651.52,0.033625]]"
1579598601549,"[[8656.22,0.156601],[8656.23,0.288831],[8656.27,2.15213],[8656.28,0.288831],[8656.32,1],[8656.38,2],[8656.44,1],[8656.45,0.126296],[8656.5,0.128515],[8656.58,0.5],[8656.93,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.53,0.180766],[8657.54,0.126835],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908],[8658.75,0.018714]]","[[8654.87,0.120329],[8654.85,0.011552],[8654.69,4],[8654.48,4],[8654.42,0.3],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.47,1],[8652.46,1],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.76,1.028196],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4],[8651.52,0.033625]]"
1579598601649,"[[8656.17,0.154598],[8656.18,0.288832],[8656.23,0.288831],[8656.27,2.15213],[8656.32,1],[8656.38,2],[8656.44,1],[8656.45,0.126296],[8656.5,0.128515],[8656.58,0.5],[8656.67,0.305],[8656.93,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.53,0.180766],[8657.54,0.126835],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908]]","[[8654.87,0.120329],[8654.85,0.011552],[8654.69,4],[8654.48,4],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.47,1],[8652.46,1],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.76,1.028196],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4],[8651.52,0.033625],[8651.32,2.847681]]"
1579598601751,"[[8656.12,0.145743],[8656.13,0.288833],[8656.18,0.288832],[8656.27,2.15213],[8656.32,1],[8656.38,2],[8656.44,1],[8656.45,0.126296],[8656.5,0.128515],[8656.58,0.5],[8656.67,0.305],[8656.93,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.53,0.180766],[8657.54,0.126835],[8658.41,0.06],[8658.48,0.2],[8658.54,0.122908]]","[[8654.89,0.126607],[8654.87,0.120329],[8654.85,0.011552],[8654.69,4],[8654.48,4],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.47,1],[8652.46,1],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.76,1.028196],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4],[8651.52,0.033625]]"
1579598601849,"[[8656.03,0.288834],[8656.07,0.15213],[8656.08,0.288834],[8656.27,2],[8656.32,1],[8656.38,2],[8656.44,1],[8656.45,0.126296],[8656.5,0.128515],[8656.58,0.5],[8656.67,0.305],[8656.93,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.53,0.180766],[8657.54,0.126835],[8658.2,1.25],[8658.41,0.06],[8658.48,0.2]]","[[8654.89,0.053501],[8654.87,0.120329],[8654.85,0.011552],[8654.69,4],[8654.48,4],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.47,1],[8652.46,1],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.76,1.028196],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4],[8651.52,0.033625]]"
1579598601951,"[[8655.98,0.288835],[8656.02,0.348305],[8656.03,0.288834],[8656.07,0.15213],[8656.27,2],[8656.32,1],[8656.38,2],[8656.44,1],[8656.45,0.126296],[8656.5,0.128515],[8656.58,0.5],[8656.67,0.305],[8656.93,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.53,0.180766],[8657.54,0.126835],[8658.41,0.06],[8658.48,0.2]]","[[8654.89,0.053501],[8654.87,0.120329],[8654.85,0.011552],[8654.69,4],[8654.48,4],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.47,1],[8652.46,1],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.76,1.028196],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4],[8651.52,0.033625]]"
1579598602048,"[[8655.95,0.288836],[8655.97,2],[8655.98,0.288835],[8655.99,0.150568],[8656.02,0.348305],[8656.07,0.15213],[8656.27,2],[8656.32,1],[8656.38,2],[8656.44,1],[8656.45,0.126296],[8656.5,0.128515],[8656.58,0.5],[8656.67,0.305],[8656.93,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.53,0.180766],[8657.54,0.126835]]","[[8654.89,0.053501],[8654.87,0.120329],[8654.85,0.011552],[8654.69,4],[8654.48,4],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.47,1],[8652.46,1],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.76,1.028196],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4],[8651.52,0.033625]]"
1579598602149,"[[8655.95,0.288836],[8655.96,0.288836],[8655.97,2.158321],[8655.98,0.288835],[8656.02,0.348305],[8656.07,0.15213],[8656.27,2],[8656.32,1],[8656.38,2],[8656.44,1],[8656.45,0.126296],[8656.5,0.128515],[8656.58,0.5],[8656.67,0.305],[8656.93,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.53,0.180766],[8657.54,0.126835]]","[[8654.89,0.000012],[8654.87,0.120329],[8654.85,0.011552],[8654.69,4],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.47,1],[8652.46,1],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.76,1.028196],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4],[8651.52,0.033625],[8651.32,2.847681]]"
1579598602248,"[[8655.92,1.959232],[8655.93,0.288836],[8655.97,2],[8656.02,0.348305],[8656.07,0.15213],[8656.27,2],[8656.32,1],[8656.38,2],[8656.44,1],[8656.45,0.126296],[8656.5,0.128515],[8656.58,0.5],[8656.67,0.305],[8656.93,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.53,0.180766],[8657.54,0.126835],[8657.59,0.039719]]","[[8654.69,3.131893],[8654.65,0.127816],[8653.26,0.04],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.47,1],[8652.46,1],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.76,1.028196],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4],[8651.52,0.033625],[8651.32,2.847681],[8651.19,0.231101]]"
1579598602349,"[[8655.92,1.959232],[8655.93,0.288836],[8655.97,2],[8656.02,0.348305],[8656.07,0.15213],[8656.27,2],[8656.32,1],[8656.38,2],[8656.44,1],[8656.45,0.126296],[8656.5,0.128515],[8656.58,0.5],[8656.67,0.305],[8656.93,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.53,0.180766],[8657.54,0.126835],[8657.59,0.039719]]","[[8654.69,3.131893],[8654.65,0.127816],[8653.26,0.04],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.47,1],[8652.46,1],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.76,1.028196],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4],[8651.52,0.033625],[8651.32,2.847681],[8651.19,0.231101]]"
1579598602451,"[[8655.88,0.28884],[8655.9,0.146227],[8655.91,2.1482],[8655.93,0.288836],[8655.97,2],[8656.02,0.348305],[8656.27,2],[8656.32,1],[8656.44,1],[8656.45,0.126296],[8656.5,0.128515],[8656.58,0.5],[8656.67,0.305],[8656.93,0.5],[8657,0.45301],[8657.03,0.288879],[8657.04,0.061697],[8657.53,0.180766],[8657.54,0.126835],[8657.59,0.039719]]","[[8654.69,3.131893],[8654.65,0.127816],[8653.26,0.04],[8653.22,4],[8653.12,3.937098],[8653.04,0.125568],[8652.47,1],[8652.46,1],[8652.36,1],[8652.35,0.020281],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8651.7,0.04593],[8651.67,0.119402],[8651.66,4],[8651.52,0.033625],[8651.19,0.231101],[8651.01,1.028237],[8651,0.108252]]"
